Title,Date,Press,Description
[속보]미국 서비스 PMI 지수 예상치 하회,2024.10.03.,bnt뉴스,"미국의 9월 서비스 구매관리자지수(PMI)가 예상치를 하회하는 것으로 나타났다. 9월 미국의 서비스 부문 구매관리자지수(PMI)가 발표되었다. 서비스 구매관리자지수는 55.2로 나타나, 시장 예상치인 55.4를 소폭 하회하며, 전월인 8월의 55.7에서도 다소 둔화된 모습을 보였다. 또한, 종합..."
"[속보]""헤즈볼라 지도자, 암살 며칠 전 일시적 휴전에 동의""",2024.10.03.,뉴시스,후속기사가 이어집니다
[속보] 미국 ISM 비제조업 구매자지수 예상치 상회,2024.10.03.,bnt뉴스,"9월 미국 ISM 비제조업 구매자지수가 예상치를 상회하는 것으로 나타났다. 9월 미국의 ISM 비제조업 구매자지수가 예상을 크게 웃돌았다. 9월 미국의 ISM 비제조업 구매자지수는 54.9로, 시장 예상치인 51.7과 8월의 51.5에 비해 큰 폭으로 상승했다. 이는 비제조업 부문이 견고한 확장세를 보이고 있음을..."
"[속보]'가을 KT', WC 사상 첫 업셋 달성…두산 꺾고 LG와 준PO 격돌",2024.10.03.,뉴스1,
"[속보] 윤 대통령 부부, 6~7일 필리핀 방문…마르코스와 정상회담",2024.10.03.,뉴스1,
[속보]'눈치보기'에 뉴욕증시 보합 마감…테슬라 주가 3.5%↓,2024.10.03.,이데일리,"뉴욕증시가 보합에 마감했다. 예상보다 강한 민간 고용지표가 나오면서 투자자들은 안도했지만, 이란과 이스라엘의 전쟁 확대 가능성을 주시하며 눈치보기에 나섰다. 2일(현지시간) 뉴욕증권거래소에서 블루칩을 모아놓은 다우존스 30산업평균지수는 전거래일 대비 0.09% 오른 4만2196.52에 장을 마감했다...."
"[속보] 이스라엘군 ""레바논 남부 공격으로 헤즈볼라 대원 15명 제거""",2024.10.03.,뉴스1,
[속보] 미증시 소폭이지만 일제 상승…다우 0.09%↑,2024.10.03.,뉴스1,
"[속보] 뉴욕 증시, 주력주에 매수 유입으로 소폭 반등 마감…다우 0.09%↑...",2024.10.03.,뉴시스,"미국 뉴욕 증시는 2일(현지시각) 중동 정세 긴장이 고조하면서 속락 개장했다가 매도 일순 후 주력주를 중심으로 매수세가 유입, 소폭 반등 마감했다. 뉴욕증권거래소(NYSE)에서 다우존스 산업지수는 이날 전일 대비 39.55 포인트, 0.09% 올라간 4만2196.52로 폐장했다. 스탠더드 앤드 푸어스(S&P)..."
"[속보] 임윤찬, '그라모폰 뮤직 어워즈' 피아노 부문 수상…""한국인 최...",2024.10.03.,뉴스1,
'양치기 소년' 자동화재속보설비?… 2만건 중 실화재 26건 뿐,2024.10.03.,충청투데이,요리하거나 담배연기·습기에 오작동 소방대원들 신고 접수땐 무조건 출동 실제 화재났을 때 초기대처 늦을수도 [충청투데이 ] 최근 5년간 충청권에서 자동화재속보설비(이하 속보기)에 화재가 감지돼 출동한 건수가 2만 여건에 이르지만 그중 실 화재는 단 26건인 것으로 파악됐다.신속한 화재 감지를 위해...
"[속보] ""일본 여행 비상""...미야자키공항, 불발탄 폭발으로 활주로 폐쇄",2024.10.03.,펜앤드마이크,"일본 규슈 미야자키현의 미야자키 공항에서 불발탄이 폭발해 공항 유도로가 함몰, 이 공항의 항공기 이착륙이 중단됐다. 교도통신과 NHK에 따르면 2일 오전 8시께 미야자키 공항 유도로에서 폭발음과 함께 연기가 솟아올랐다. 교도통신은 인명 피해는 없으나 폭발 약 2분 전에도 하네다공항행 민항기가..."
"[속보] kt위즈, 두산 꺾고 준플레이오프 진출...경기일정은?",2024.10.03.,국제뉴스,"window.dicnf = {};(function(){'use strict';/* Copyright The Closure Library Authors. SPDX-License-Identifier: Apache-2.0 */ var t=this||self;function aa(a){t.setTimeout(()=>{throw a;},0)};var ba,v;a:{for(var ca=[""CLOSURE_FLAGS""],w=t,da=0;dab&&b.indexOf(a)!=-1):!1:!1}function..."
"[속보] kt 위즈, 두산 베어스 꺾고 준플레이오프 진출…5위의 기적",2024.10.03.,이투데이,이투데이=기정아 기자 | 프로야구 kt 위즈가 3일 잠실 야구장에서 열린 '2024 신한 쏠뱅크 KBO리그 포스트시즌' 와일드카드 결정전 2차전에서 두산 베어스를 1대 0으로 꺾고 정규시즌 5위팀 최초로 KBO 준플레이오프에 올랐다. kt는 준플레이오프에서 정규시즌 3위팀 LG 트윈스와 대결한다. 준플레이오프...
[속보] 양주시의회 3개월째 파행…4일 '끝장토론',2024.10.03.,인천일보,양주시의회 여야 의원 8명이 4일 한자리에 모인다. 파행한 지 96일째 되는 날이다. 앞서 의회는 후반기 원 구성을 둘러싼 여야 갈등으로 3개월이 넘도록 개원하지 못한 채 휴업상태에 들어갔다. 이러면서 당장 시급하게 처리해야 할 2차 추경예산안도 뒤로 미뤄졌다. 지역에선 의회가 기능을 상실했다는 비판...
"[속보] 임윤찬, 한국 피아니스트 첫 英그라모폰상 수상",2024.10.03.,뉴시스,후속기사가 이어집니다
"이스라엘군, 레바논서 첫 전사자…이란 “보복시 맞대응”",2024.10.03.,KBS언론사 선정,중동 전쟁 속보입니다. 이스라엘군이 레바논 무장단체 헤즈볼라를 상대로 벌이고 있는 지상 작전에서 첫 전사자가 나왔다고 밝혔습니다. 양측의 교전이 격렬해진 가운데 이스라엘을 향해 다량의 미사일을 발사한 이란은 이스라엘이 보복에 나설 경우 치명적인 맞대응을 예고했습니다. 파리 송락규...
[속보]부산 금정구 구월산 인근 멧돼지 출몰 경고,2024.10.03.,국제뉴스,"야생멧돼지. 사진/환경부 부산시 금정구 구월산 인근에 멧돼지가 출몰했다. 금정구는 3일 오전 6시 33분쯤 구월산 산책로 인근에서 멧돼지가 나타났다고 알렸다. 이에 안전 안내 문자를 발송해 인근 주민들과 등산객들에게 안전에 유의할 것을 당부했다. 구는 ""멧돼지가 출몰한 지역에서 통행 시 각별한 주의가..."
[속보] 시흥 에어필터 공장화재 1시간여만에 진화…인명피해 없어,2024.10.03.,전국매일신문,
"[속보]시흥 정왕동 화재, 비룡테크 인근서 불...주의 당부",2024.10.03.,국제뉴스,"화재, 소방, 큰불 (사진은 기사와 관련없음. 국제뉴스DB) 경기도 시흥시 정왕동에서 화재가 발생해 현재 진화 작업이 진행 중이다. 시흥시에 따르면 3일 오전 8시 48분, 정왕동 2095-6번지에서 화재가 발생했다고 전했다. 이어 잔해 및 연기 등 유해물질 유입이 우려된다며 각별한 주의를 당부했다. 시는 인근..."
"[속보] 테슬라 와르르 급락 뉴욕증시 어닝쇼크 ""전기차 판매 예상밖 부...",2024.10.03.,글로벌이코노믹,"전기차 선두주자 테슬라 주가가 와르르 급락하고 이다. 뉴욕증시에서는 ""전기차 판매 예상밖 부진""이테스라 주가 급락의 원인으로 보고있다. 3일 뉴욕증시에 따르면 테슬라는 이날 공개한 보고서에서 올해 7∼9월(3분기) 차량 46만2890대를 인도했다고 밝혔다. 이는 작년 동기 대비 6.4% 증가한 수치다. 그러나..."
"[속보] 일본 금리인상 '당분간 유보"" 이시바- 우에다 긴급회동… 뉴욕증...",2024.10.03.,글로벌이코노믹,"일본은행이 당분간 금리인상을 유보할 것이란 보도가 나오면서 엔달라환율이 급등하고 있다.새로 일본 총리에 오른 이시바와 우에다 일본은행 총재는 긴급 회동을 갖고 뉴욕증시에서 '엔캐리청산""이 일고 있는 것과 관련래 대책을 논의했다. 이시바 시게루 일본 총리는 중앙은행인 일본은행의 우에다..."
<속보 >평택 한우농장 '럼피스킨' 발생!...긴급 차단방역!,2024.10.03.,한국농촌경제신문,"- LSD 발생농장 출입통제 및 소독, 발생‧인접 지역 7개 시군 일시 이동중지 농림축산식품부(장관 송미령)는 10월 2일 경기도 평택시 소재 한우농장(22마리 사육)에서 피부결절 등 의심증상 신고에 따른 정밀검사 결과 럼피스킨(LSD) 양성이 확진되었다고 3일 발표했다. 농식품부는 럼피스킨 확산 방지를 위해..."
"[속보]임윤찬, 그라모폰상 올해의 영아티스트 선정",2024.10.03.,아시아경제,
"[속보]국제 유가-천연가스, 이스라엘의 이란 타격 가능성에 동반 상승세...",2024.10.03.,소셜밸류,▲미국 뉴욕에서 2일(현지시간) 이스라엘이 이란을 보복 타격할 가능성에 국제 유가와 천연가스 가격이 동반 상승했다. 캘리포니아 LA에 있는 원유 펌프잭의 모습/사진=연합뉴스 제공 미국 뉴욕에서 2일(현지시간) 국제 유가는 이스라엘이 이란을 보복 타격할 가능성이 제기되면서 상승세를 유지했다....
[속보]서울 중구 신당동·다산동 등 변압기 고장으로 단수...복구 3시간...,2024.10.03.,국제뉴스,"수돗물, 수도꼭지, 단수/ 사진-국제뉴스DB 10월 3일 오후 1시쯤 서울시 중구 다산동, 신당동, 약수동 일대에서 변압기 고장으로 인한 단수가 발생했다. 해당 지역 주민들은 복구에 약 3시간이 소요될 것으로 예상되고 있다. 복구 완료 시간은 현장 상황에 따라 변동될 수 있다. 서울 중구 측은 안전 안내 문자를..."
총격 테러 당시 품속 9개월 아들 온몸으로 보호하고 희생된 이스라엘 3...,2024.10.03.,강원일보언론사 선정,"속보=이란의 대규모 미사일 공격을 막아낸 이스라엘이 레바논 수도 베이루트 도심 등을 공습하며 무장정파 헤즈볼라를 겨냥한 군사적 압박 수위를 더욱 높여가고 있는 가운데, 이스라엘 텔아비브 야파지구의 경전철역에서 발생한 총격 테러 당시 한 여성이 9개월 아들을 온몸으로 보호해 살리고 희생된 것으로..."
"이스라엘, 헤즈볼라 정보본부 공습…적십자사 호위하던 레바논 정부군 ...",2024.10.03.,강원일보언론사 선정,"속보=이란의 대규모 미사일 공격을 막아낸 이스라엘이 레바논 수도 베이루트 도심 등을 공습하며 무장정파 헤즈볼라를 겨냥한 군사적 압박 수위를 더욱 높여가고 있는 가운데, 이스라엘군은 3일(현지시간) 헤즈볼라의 정보본부를 공습했다고 밝혔다. 이스라엘군은 ""정보본부 소속 테러 요원과 정보수집 수단..."
"[속보] 이스라엘 끝내 보복 ""이란 정유시설 타격"" 뉴욕증시 비트코인 국...",2024.10.03.,글로벌이코노믹,"이스라엘 끝내 보복 ""이란 정유시설 타격"" 뉴욕증시 비트코인 국제유가 ""중동 전면전"" 미국 언론 매체 악시오스 ""이스라엘 보복"" 보도…뉴욕증시 ADP 고용보고서 발표 ◇ 뉴욕증시 주요 일정 및 연설 10월 2일= ADP 고용보고서, 라파엘 보스틱 애틀랜타 연은 총재 연설, 수잔 콜린스 보스턴 연은 총재..."
"[속보]미국 뉴욕증시, 이스라엘 전쟁 불안 여전 나스닥-다우-S&P 소폭 상...",2024.10.03.,소셜밸류,"▲미국 뉴욕증시는 2일(현지시간) 민간 고용지표가 반등했다는 소식에 3대 지수가 소폭 상승하고 있다. 사진은 미국 뉴욕증권거래소.의 모습/연합뉴스 제공 미국 뉴욕증시는 중동 정세에 대한 불안감이 여전히 시장을 압박하는 가운데, 미국의 9월 민간 고용지표가 5개월 만에 처음 반등세를..."
"김대남 녹취 여진 지속…與 갈등 증폭, 김대남 탈당",3면 1단,강원일보언론사 선정,"속보=김대남 전 대통령실 선임행정관의 녹취록(본보 9월25일자 3면 보도)을 둘러싼 여진이 정치권에서 지속되고 있다. 김 전 행정관이 국민의힘 7·23 전당대회 당시 후보였던 한동훈 대표 공격을 언론에 요청했다는 의혹을 두고 3일 친한(친한동훈)계와 친윤(친윤석열)계의 반응에 미묘한 차이가 있었고, 김 전..."
"[속보] 국제유가 100달러 위협 뉴욕증시 "" 이스라엘- 이란 보복 정유시설...",2024.10.03.,글로벌이코노믹,중동 전면전 우려로 국제유가가 치솟고 있는 가운데 배럴당 100달러로 급등할 수 있다는 전망이 나왔다. 3일 뉴욕증시와 뉴욕상업거래소에 따르면 WTI 국제유가는 이날 또 올라 배럴당 71달러를 위협하고 있다. 이란 미사일 발사와 이스라엘 보복 등 중동의 지정학적 위험이 지속하면서 국제 유가가 상승했다....
더불어민주당 도당 여성위원회 ‘김진하 양양군수 사퇴 촉구’ 기자회견,2024.10.03.,강원일보언론사 선정,"속보=더불어민주당 도당 여성위원회는 2일 오전 11시 양양군청 기자실에서 성범죄, 금품수수 의혹 김진하 양양군수의 사퇴를 촉구하는(본보 2일자 5면 보도) 기자회견을 열고 군수직 사퇴와 수사기관에 성실하게 조사받을 것을 요구했다. 도당 여성위원회는 최근 언론에 김진하 양양군수가 민원인에게 금품을..."
"[속보] ADP 민간 고용보고서 ""예상밖 급증"" 뉴욕증시 비트코인 "" 중동 전...",2024.10.03.,글로벌이코노믹,미국 ADP 민간 고용보고서에 신규고용이 예상밖으로 14만3000명 증가한 것으로 나타나면서 중동 전면전 우려로 휘청했던 뉴욕증시가 살아나고 있다. 뉴욕증시는 물론 론 달러환율 국채금리 국제유가 금값 그리고 비트코인 이더리움 리플등 가상화폐도 폭락상황에서 벗어나고 있다. 3일 뉴욕증시에 따르면...
"""마음만 먹으면 北으로 갈 수 있을 줄 알았다""…월북 시도하는 탈북자들",2024.10.03.,강원일보언론사 선정,속보=지난 1일 경기 파주시 통일대교를 통해 월북을 시도한 30대 탈북자가 통일대교만 넘으면 북한으로 갈 수 있다고 생각한 것으로 확인됐다. 3일 경찰과 군 당국 등에 따르면 지난 1일 오전 1시 30분께 30대 남성 탈북자 A씨가 훔친 버스를 몰아 통일대교 남단으로 진입해 약 800ｍ를 달리다가 체포됐다. 체포...
4개월 해외 도피 ‘파타야 살인’ 마지막 피의자 송치,2024.10.03.,경남신문,"사건발생 5개월만에 3명 전원검거 검찰, 병합 요청… 이달 중순 기소 경찰 “SNS서 범행 대상 물색해 해외여행 때 안전에 유의해야” 속보= 지난 5월 일어난 태국 파타야 살인 사건의 마지막 피의자가 송치되면서 경찰 수사가 마무리됐다.(9월 25일 5면) 태국 파타야에서 한국인을 살해·유기하고 도주한 혐의를..."
[기상속보]개천절 오늘날씨 '쌀쌀' 전국 5∼40㎜ 비 서울 낮 21도...태풍...,2024.10.03.,이슈앤비즈,개천절 오늘날씨 '쌀쌀' 전국 5∼40㎜ 비 서울 낮 21도...태풍 '끄라톤' 북상 주말 한반도 영향권/사진=SBS영상 캡처 기상청에 따르면 개천절이자 목요일인 3일 전국이 대체로 흐리겠고 북서쪽에서 찬 공기가 남하하면서 쌀쌀 하겠다. 새벽에 경상권과 제주도에 내리기 시작한 비는 오전에 전라권과...
"[속보] 뉴욕증시, 중동 긴장 속 강보합 마감···다우 0.09%↑·나스닥 ...",2024.10.03.,서울파이낸스,"뉴욕증시가 중동 정세 악화 속에 강보합권으로 장을 마감했다. 2일(현지시간) 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전장보다 39.55포인트(0.09%) 오른 4만2196.52에 거래를 마쳤다. 대형주 위주의 스탠더드앤드푸어스(S&P)500지수는 0.79포인트(0.01%) 상승한 5709.54에, 기술주..."
방치된 '환상의 섬 죽도'… 관광 명소로 되살아난다,2024.10.03.,울산매일신문,▷속보= 울산 남구 장생포 주민들의 낭만과 추억이 담긴 쉼터였던 '환상의 섬' 죽도가(본지 2024년 2월 13일 7면) 다시금 주민들의 곁으로 돌아갈 준비를 시작한다. 10년간 방치돼 찾는 이가 없었던 죽도는 토지소유주인 울산시교육청과 울산 남구의 원만한 협의를 통해 장생포를 대표하는 관광자원으로...
[보이소]가을 문턱에서,2024.10.03.,경남도민일보,"가을에는 더는 재난 관련 속보 없이 무탈하길 바랍니다. 대신 눈여겨봐야 할 지역 사회 의제나, 계절에 어울리는 감성 어린 소식을 전해드리면 좋겠어요. 가을은 특유의 정서를 지닌 계절입니다. 눈길 안 주던 책에 괜히 손이 가고, 연락하지 않던 지인에게 가끔 외로워 전화를 걸기도 하죠. 청명한 하늘 아래를..."
원주 치악산 케이블카 유치전 점화…황골마을서 신호탄,2024.10.03.,강원일보,속보=국립공원 치악산 케이블카 조성(본보 9월30일자 11면 보도)에 따른 유치전이 불붙었다. 원주 소초면 흥양3리는 3일 황골3리경로당 앞에서 주민 50여명이 참석한 가운데 치악산케이블카 유치위원회 사무실 개소 및 발대식을 진행했다. 원주시가 치악산 케이블카 조성을 밝히면서 원주 동부권 마을 곳곳에서...
"원주시청 노조 ""신속·엄정한 수사로 상하수도사업소 의혹 털어내야""",17면 1단,강원일보,"속보=원주시 상하수도사업소 하도급 업체 선정에 따른 외압 의혹 수사와 관련, 시청 공무원노동조(원공노)가 신속하고 엄정한 수사를 촉구하고 나섰다. 원공노는 지난 2일 입장문을 통해 ""이번 압수수색은 시장 비서실 직원 친형의 시 발주 공사 개입과 관련한 윗선의 직권남용 여부와 시장 업무추진비 부적정..."
"울산대병원, 필수의료 정상 진료...보류 건강보험 선지급 받는다",2024.10.03.,울산매일신문,▷속보=교수들의 무기한 휴진 선언으로 건강보험 급여 선지급 대상에서 배제(본지 2024년 8월 1일자 6면 보도)됐던 울산대학교병원이 건보 지원을 받게 됐다. 전공의 이탈 장기화에 따른 진료 축소 등으로 경영 손실이 발생하며 병원 운영에 어려움이 있었는데 한숨 돌릴 수 있을 전망이다. 3일...
원주 치악산 케이블카 유치전 점화…황골마을서 신호탄,17면 1단,강원일보,속보=국립공원 치악산 케이블카 조성(본보 9월30일자 11면 보도)에 따른 유치전이 불붙었다. 원주 소초면 흥양3리는 3일 황골3리경로당 앞에서 주민 50여명이 참석한 가운데 치악산케이블카 유치위원회 사무실 개소 및 발대식을 진행했다. 원주시가 치악산 케이블카 조성을 밝히면서 원주 동부권 마을 곳곳에서...
"[속보] 尹, 10일 '아세안+한중일' 정상회의 참석",2024.10.03.,아주경제,"아주경제=정해훈 기자 ewigjung@ajunews.com [속보] 尹, 10일 '아세안+한중일' 정상회의 참석"
"원주시청 노조 ""신속·엄정한 수사로 상하수도사업소 의혹 털어내야""",2024.10.03.,강원일보,"속보=원주시 상하수도사업소 하도급 업체 선정에 따른 외압 의혹 수사와 관련, 시청 공무원노동조(원공노)가 신속하고 엄정한 수사를 촉구하고 나섰다. 원공노는 지난 2일 입장문을 통해 ""이번 압수수색은 시장 비서실 직원 친형의 시 발주 공사 개입과 관련한 윗선의 직권남용 여부와 시장 업무추진비 부적정..."
"울산대병원, 필수의료 정상 진료...보류 건강보험 선지급 받는다",17면 1단,울산매일신문,▷속보=교수들의 무기한 휴진 선언으로 건강보험 급여 선지급 대상에서 배제(본지 2024년 8월 1일자 6면 보도)됐던 울산대학교병원이 건보 지원을 받게 됐다. 전공의 이탈 장기화에 따른 진료 축소 등으로 경영 손실이 발생하며 병원 운영에 어려움이 있었는데 한숨 돌릴 수 있을 전망이다. 3일...
"[속보] 尹, 6∼11일 필리핀·싱가포르·라오스 순방",2024.10.03.,아주경제,"아주경제=정해훈 기자 ewigjung@ajunews.com [속보] 尹, 6~11일 필리핀·싱가포르·라오스 순방"
화재감지기 잦은 오작동… 안전대책 강화 긴요,2024.10.03.,충청투데이,"최근 5년간 충청권에서 자동화재속보설비에 화재가 감지돼 출동한 건수가 2만 여건에 이르나 실 화재는 단 26건인 것으로 집계됐다. 전체 경보 중 무려 99.87%가 오작동인 셈이다. 건물에 설치한 자동화재속보설비가 제 기능을 하지 못하고 있는 것이다. 경보가 울리면 소방서는 즉시 출동,현장 상황을 파악해야..."
"[속보] 대통령실 ""아세안서 尹·이시바 총리 회담 협의""",17면 1단,아주경제,"아주경제=정해훈 기자 ewigjung@ajunews.com [속보] 대통령실 ""아세안서 尹·이시바 총리 회담 협의"""
"[속보] '이 정도면 진짜 미친 거 아냐?' 비니시우스, 경기 중 선수 폭행...",2024.10.03.,스포탈코리아,비니시우스 주니오르(24·레알 마드리드)가 '또또또또또' 사고를 쳤다. 레알 마드리드는 2일(이하 현지시간) 프랑스 릴 스타드 피에르 모루아에서 열린 LOSC 릴과 2024/25 유럽축구연맹(UEFA) 챔피언스리그 리그 페이즈 2차전 원정 경기에서 0-1 석패를 당했다. 전반 추가시간 조너선 데이비드에게 선제골을 헌납한...
[Opinion] 왜 만화를 그리는거야? [영화],2024.10.03.,아트인사이트,PD와 통화를 하면서 켜둔 뉴스에서 쿄모토가 진학한 미술 대학에서 흉기를 든 괴한이 습격하여 많은 사람이 부상을 입고 사망했다는 속보를 듣는다. 어시스트를 구하는 데 어려움을 겪은 후지노가 다시 쿄모토에게 연락하여 당시 모진 말을 했던 것에 대해 사과하고 다시 둘이 합을 맞춰서 만화를 그리겠거니...
"[오늘의 전북 뉴스 브리핑]""특혜 의혹에도 '심의 내용은 비밀'…누굴 위...",2024.10.03.,전북의소리,또한 군 간부들에게 암구호 등의 군사기밀을 담보로 넘겨받고 대출을 해준 사채업자들이 구속 기소된 가운데 인터넷 도박 등으로 급전이 필요했던 군인들에게 대출을 제안했고 군 간부들은 돈 100만원을 빌리기 위해 군사기밀을 넘겼다는 충격적인 소식도 로 전해졌다. 10월 2일과 3일 사이 보도된...
원주 치악산 케이블카 유치전 점화…황골마을서 신호탄,2024.10.03.,강원일보,속보=국립공원 치악산 케이블카 조성(본보 9월30일자 11면 보도)에 따른 유치전이 불붙었다. 원주 소초면 흥양3리는 3일 황골3리경로당 앞에서 주민 50여명이 참석한 가운데 치악산케이블카 유치위원회 사무실 개소 및 발대식을 진행했다. 원주시가 치악산 케이블카 조성을 밝히면서 원주 동부권 마을 곳곳에서...
"[속보] 尹, 10일 '아세안+한중일' 정상회의 참석",2024.10.03.,아주경제,"아주경제=정해훈 기자 ewigjung@ajunews.com [속보] 尹, 10일 '아세안+한중일' 정상회의 참석"
"원주시청 노조 ""신속·엄정한 수사로 상하수도사업소 의혹 털어내야""",2024.10.03.,강원일보,"속보=원주시 상하수도사업소 하도급 업체 선정에 따른 외압 의혹 수사와 관련, 시청 공무원노동조(원공노)가 신속하고 엄정한 수사를 촉구하고 나섰다. 원공노는 지난 2일 입장문을 통해 ""이번 압수수색은 시장 비서실 직원 친형의 시 발주 공사 개입과 관련한 윗선의 직권남용 여부와 시장 업무추진비 부적정..."
"울산대병원, 필수의료 정상 진료...보류 건강보험 선지급 받는다",2024.10.03.,울산매일신문,▷속보=교수들의 무기한 휴진 선언으로 건강보험 급여 선지급 대상에서 배제(본지 2024년 8월 1일자 6면 보도)됐던 울산대학교병원이 건보 지원을 받게 됐다. 전공의 이탈 장기화에 따른 진료 축소 등으로 경영 손실이 발생하며 병원 운영에 어려움이 있었는데 한숨 돌릴 수 있을 전망이다. 3일...
"[속보] 尹, 6∼11일 필리핀·싱가포르·라오스 순방",2024.10.03.,아주경제,"아주경제=정해훈 기자 ewigjung@ajunews.com [속보] 尹, 6~11일 필리핀·싱가포르·라오스 순방"
화재감지기 잦은 오작동… 안전대책 강화 긴요,17면 1단,충청투데이,"최근 5년간 충청권에서 자동화재속보설비에 화재가 감지돼 출동한 건수가 2만 여건에 이르나 실 화재는 단 26건인 것으로 집계됐다. 전체 경보 중 무려 99.87%가 오작동인 셈이다. 건물에 설치한 자동화재속보설비가 제 기능을 하지 못하고 있는 것이다. 경보가 울리면 소방서는 즉시 출동,현장 상황을 파악해야..."
"[속보] 대통령실 ""아세안서 尹·이시바 총리 회담 협의""",2024.10.03.,아주경제,"아주경제=정해훈 기자 ewigjung@ajunews.com [속보] 대통령실 ""아세안서 尹·이시바 총리 회담 협의"""
"[속보] '이 정도면 진짜 미친 거 아냐?' 비니시우스, 경기 중 선수 폭행...",2024.10.03.,스포탈코리아,비니시우스 주니오르(24·레알 마드리드)가 '또또또또또' 사고를 쳤다. 레알 마드리드는 2일(이하 현지시간) 프랑스 릴 스타드 피에르 모루아에서 열린 LOSC 릴과 2024/25 유럽축구연맹(UEFA) 챔피언스리그 리그 페이즈 2차전 원정 경기에서 0-1 석패를 당했다. 전반 추가시간 조너선 데이비드에게 선제골을 헌납한...
[Opinion] 왜 만화를 그리는거야? [영화],17면 1단,아트인사이트,PD와 통화를 하면서 켜둔 뉴스에서 쿄모토가 진학한 미술 대학에서 흉기를 든 괴한이 습격하여 많은 사람이 부상을 입고 사망했다는 속보를 듣는다. 어시스트를 구하는 데 어려움을 겪은 후지노가 다시 쿄모토에게 연락하여 당시 모진 말을 했던 것에 대해 사과하고 다시 둘이 합을 맞춰서 만화를 그리겠거니...
"[오늘의 전북 뉴스 브리핑]""특혜 의혹에도 '심의 내용은 비밀'…누굴 위...",2024.10.03.,전북의소리,또한 군 간부들에게 암구호 등의 군사기밀을 담보로 넘겨받고 대출을 해준 사채업자들이 구속 기소된 가운데 인터넷 도박 등으로 급전이 필요했던 군인들에게 대출을 제안했고 군 간부들은 돈 100만원을 빌리기 위해 군사기밀을 넘겼다는 충격적인 소식도 로 전해졌다. 10월 2일과 3일 사이 보도된...
"[속보] ""예멘 사나·호데이다에 공습…美·英이 공격""",2024.10.04.,연합뉴스언론사 선정,
[속보]민주당 의총서 금투세 당론 “지도부 위임”,2024.10.04.,매일경제언론사 선정,"최종 당론, 이재명 지도부가 결정 더불어민주당이 4일 금융투자소득세 문제와 관련한 당 차원 입장을 지도부에 위임하기로 했다. 당초 이날 의원총회를 거쳐 ‘유예’로 의견이 모일 수 있다는 관측이 나왔지만, 최종 당론은 이재명 대표 지도부가 내리게 됐다. 노종면 민주당 원내대변인은 이날 국회에서 열린..."
"[속보]김건희 특검법, 2번째 재표결 부결···‘여당 4표 이탈’ 찬성 ...",2024.10.04.,경향신문언론사 선정,윤석열 대통령 배우자 김건희 여사 의혹을 다루는 특별검사법이 4일 두 번째로 국회 재표결을 거쳤으나 최종 부결됐다. 윤석열 대통령의 재의요구권(거부권) 행사에 이어 여당의 반대 표결로 이번에도 국회 문턱을 넘지 못했다. 야당은 다시 특검법을 추진하겠다는 입장이다. 국회는 이날 본회의에서 재석...
"[속보]MBK-영풍, 고려아연 공개매수가 83만원 맞불 상향",2024.10.04.,뉴스1언론사 선정,
"[속보] 검찰, '티메프 사태' 구영배 큐텐 대표 구속영장 청구",2024.10.04.,한국경제언론사 선정,티몬과 위메프의 대규모 미정산 사태를 수사하는 검찰이 구영배 큐텐 그룹 대표 등 핵심 경영진의 신병 확보에 나섰다. 서울중앙지검 티몬·위메프 사태 전담 수사팀(팀장 이준동 반부패1부장검사)은 4일 구 대표에 대해 특정경제범죄 가중처벌법상 사기·횡령·배임 등 혐의로 구속영장을 청구했다. 류광진...
[속보] 채상병·김여사 특검법·지역화폐법 국회 재표결서 부결 폐기,2024.10.04.,강원도민일보언론사 선정,"윤석열 대통령이 재의요구한 이른바 '김건희 여사 특검법'·'채상병 특검법'과 '지역화폐법'이 4일 국회 본회의 재의 표결에서 부결돼 자동 폐기됐다. 이날 의원 300명 전원이 참여한 무기명 투표 결과 김여사특검법(찬성 194표, 반대 104표, 기권 1표, 무효 1표)·채상병특검법(찬성 194, 반대 104, 무효 2)·지역화폐법..."
"[속보] 민주·혁신당, 부산 금정구청장 후보 단일화 협상 결렬",2024.10.04.,파이낸셜뉴스언론사 선정,
"[속보] '억대 뒷돈' 혐의 KIA 김종국·장정석, 1심 무죄",2024.10.04.,YTN언론사 선정,후원 업체에서 억대 뒷돈을 챙긴 의혹을 받는 기아 타이거즈 김종국 전 감독과 장정석 전 단장에게 1심에서 무죄가 선고됐습니다. 서울중앙지방법원은 오늘(4일) 배임수재 혐의를 받는 김 전 감독과 장 전 단장에게 무죄를 선고했습니다. 김 전 감독과 장 전 단장은 기아 구단 후원사인 커피 업체에서 여러 차례...
"[속보]민주당, 금투세 도입 당론 지도부에 위임…'당론·시점 모두'",2024.10.04.,아시아경제언론사 선정,"더불어민주당은 내년 시행 예정인 금융투자소득세 도입 문제와 관련한 당론 결정을 지도부에 위임하기로 했다. 4일 노종면 민주당 원내 대변인은 의원총회를 마친 뒤 기자들에게 이같이 밝혔다. 그는 """"지도부 위임에 대해 일부 반대하는 의원들이 있었으나 다수 의원은 위임하기로 했다""며 ""당론 결정과 결정..."
