Ticker,Return,Volume Change Rate,Original Ticker
서호전기,0.0,6.396,065710.KS
YW,0.0,344.042,051390.KS
유비쿼스홀딩스,0.0,-36.381,078070.KS
국일제지,0.0,,078130.KS
아이크래프트,0.0,-51.498,052460.KS
하나29호스팩,0.0,-4.745,454640.KS
KB제25호스팩,0.0,,455250.KS
티엘아이,0.0,,062860.KS
세아메카닉스,0.0,-82.167,396300.KS
큐로홀딩스,0.0,-76.73,051780.KS
피씨디렉트,0.0,-56.996,051380.KS
유라테크,0.0,443.486,048430.KS
현대에이치티,0.0,10.956,039010.KS
퀀타피아,0.0,,078940.KS
인크레더블버즈,0.0,-49.481,064090.KS
코닉오토메이션,0.0,-25.33,391710.KS
오픈베이스,0.0,9.432,049480.KS
이글루,0.0,197.827,067920.KS
대원미디어,0.0,444.814,048910.KS
삼성스팩7호,0.0,-31.979,439250.KS
클라우드에어,0.0,6.9,036170.KS
제일바이오,0.0,,052670.KS
웰크론,0.0,2.018,065950.KS
셀피글로벌,0.0,,068940.KS
제넨바이오,0.0,,072520.KS
유안타제13호스팩,0.0,6195.341,449020.KS
메가스터디,0.0,-43.486,072870.KS
상상인제3호스팩,0.0,-48.216,415580.KS
우리산업홀딩스,0.0,-39.707,072470.KS
MIT,0.0,,038340.KS
비츠로시스,0.0,-37.79,054220.KS
위니아,0.0,,071460.KS
엘엠에스,0.0,441.053,073110.KS
오상헬스케어,0.0,2.412,036220.KS
지더블유바이텍,0.0,,036180.KS
푸른소나무,0.0,,057880.KS
위즈코프,0.0,-42.065,038620.KS
메쎄이상,0.0,-28.836,408920.KS
테라사이언스,0.0,,073640.KS
시큐레터,0.0,,418250.KS
지에스이,0.0,-51.465,053050.KS
대주산업,0.0,26.951,003310.KS
교보13호스팩,0.0,136.409,440790.KS
에이디칩스,0.0,,054630.KS
코맥스,0.0,,036690.KS
마음AI,0.0,-7.861,377480.KS
위니아에이드,0.0,,377460.KS
창해에탄올,0.0,-37.213,004650.KS
미래에셋비전스팩5호,0.0,570.096,477470.KS
신한제13호스팩,0.0,-34.99,474930.KS
조광ILI,0.0,,044060.KS
한국제14호스팩,0.0,,477530.KS
하나32호스팩,0.0,-91.783,475240.KS
주성엔지니어링,0.0,18.666,036930.KS
에스케이증권제8호스팩,0.0,-11.85,435870.KS
코스나인,0.0,,082660.KS
이베스트스팩6호,0.0,298.584,478110.KS
상지건설,0.0,,042940.KS
코다코,0.0,,046070.KS
유안타제15호스팩,0.0,301.08,473050.KS
이엠앤아이,0.0,71.605,083470.KS
오르비텍,0.0,-41.98,046120.KS
버킷스튜디오,0.0,,066410.KS
정상제이엘에스,0.0,16.601,040420.KS
대산F&B,0.0,,065150.KS
프롬바이오,0.0,-30.055,377220.KS
플래스크,0.0,,041590.KS
하나30호스팩,0.0,99.336,469880.KS
초록뱀미디어,0.0,,047820.KS
미래에셋비전스팩6호,0.0,-21.426,478440.KS
링네트,0.0,60.205,042500.KS
유진스팩10호,0.0,141.338,468760.KS
케이비제21호스팩,0.0,,424140.KS
폴라리스AI,0.0,-6.577,039980.KS
엔에이치스팩29호,-0.05,185.488,451700.KS
KB제27호스팩,-0.05,44.268,464680.KS
제이오,-0.053,26.089,418550.KS
에스에너지,-0.062,55.473,095910.KS
알톤,-0.062,70.322,123750.KS
쎄니트,-0.065,58.457,037760.KS
엠젠솔루션,-0.065,-62.391,032790.KS
리파인,-0.067,13.195,377450.KS
박셀바이오,-0.072,-10.191,323990.KS
세림B&G,-0.075,-16.167,340440.KS
에이루트,-0.076,-19.26,096690.KS
THE E&M,-0.076,-59.275,089230.KS
싸이맥스,-0.086,-12.085,160980.KS
엘오티베큠,-0.096,-36.701,083310.KS
하나금융25호스팩,-0.097,20.627,435620.KS
수산아이앤티,-0.099,-16.758,050960.KS
이노스페이스,-0.101,-65.977,462350.KS
아난티,-0.102,-47.748,025980.KS
신한제11호스팩,-0.103,46.579,452980.KS
비엠티,-0.105,-57.275,086670.KS
모다이노칩,-0.105,-9.829,080420.KS
에스엔유,-0.107,187.498,080000.KS
대신정보통신,-0.111,-47.705,020180.KS
국전약품,-0.117,-17.219,307750.KS
LS마린솔루션,-0.118,-1.217,060370.KS
일지테크,-0.12,-15.373,019540.KS
알리코제약,-0.123,77.567,260660.KS
나스미디어,-0.123,-34.608,089600.KS
파인디지털,-0.125,73.944,038950.KS
레드캡투어,-0.126,115.269,038390.KS
갤럭시아머니트리,-0.127,18.08,094480.KS
크레버스,-0.127,-68.754,096240.KS
나무기술,-0.129,-41.215,242040.KS
KCI,-0.129,97.936,036670.KS
KNN,-0.13,67.227,058400.KS
덴티스,-0.131,-7.152,261200.KS
삼기,-0.132,-68.001,122350.KS
포커스에이치엔에스,-0.132,-0.543,331380.KS
농우바이오,-0.139,-51.383,054050.KS
아시아경제,-0.145,-73.11,127710.KS
폴라리스AI파마,-0.147,12.909,041910.KS
자연과환경,-0.149,26.782,043910.KS
성우하이텍,-0.15,-6.874,015750.KS
제이씨현시스템,-0.157,14.326,033320.KS
휴림에이텍,-0.157,-41.583,078590.KS
원텍,-0.158,-41.217,336570.KS
위닉스,-0.16,-32.872,044340.KS
덕우전자,-0.16,-32.093,263600.KS
한일화학,-0.161,-42.941,007770.KS
경동제약,-0.161,-41.553,011040.KS
풍강,-0.161,-59.817,093380.KS
재영솔루텍,-0.161,27.238,049630.KS
쌍용정보통신,-0.163,28.766,010280.KS
서부T&D,-0.163,153.835,006730.KS
엘컴텍,-0.164,11.637,037950.KS
신화인터텍,-0.167,130.714,056700.KS
시너지이노베이션,-0.168,11.029,048870.KS
이씨에스,-0.168,-75.074,067010.KS
엔피케이,-0.169,-72.109,048830.KS
수성웹툰,-0.17,23.984,084180.KS
유진로봇,-0.17,98.797,056080.KS
아즈텍WB,-0.171,285.137,032080.KS
세운메디칼,-0.173,-44.149,100700.KS
씨피시스템,-0.173,117.765,413630.KS
원풍물산,-0.177,-40.465,008290.KS
프리엠스,-0.179,-38.098,053160.KS
에이스침대,-0.18,-60.741,003800.KS
크린앤사이언스,-0.188,33.116,045520.KS
케이엘넷,-0.191,-78.579,039420.KS
엔브이에이치코리아,-0.191,7.373,067570.KS
이화공영,-0.191,57.604,001840.KS
유아이엘,-0.195,88.223,049520.KS
이녹스첨단소재,-0.196,18.178,272290.KS
슈프리마,-0.198,-8.758,236200.KS
홈센타홀딩스,-0.199,-34.082,060560.KS
원익QnC,-0.201,-45.974,074600.KS
대정화금,-0.205,-27.034,120240.KS
그리드위즈,-0.207,-64.552,453450.KS
쿠콘,-0.208,-45.167,294570.KS
에이비프로바이오,-0.209,-25.356,195990.KS
알비더블유,-0.212,-63.274,361570.KS
팸텍,-0.216,-25.3,271830.KS
대창스틸,-0.218,-20.093,140520.KS
네패스아크,-0.22,-4.213,330860.KS
상아프론테크,-0.222,-48.241,089980.KS
엔시트론,-0.223,-39.451,101400.KS
비비씨,-0.223,21.856,318410.KS
플라즈맵,-0.228,3.6,405000.KS
신영스팩9호,-0.228,-43.804,445970.KS
에스티아이,-0.228,-44.335,039440.KS
교보14호스팩,-0.23,39.011,456490.KS
엠투엔,-0.231,-50.758,033310.KS
신한제12호스팩,-0.233,84.251,474660.KS
한국제13호스팩,-0.233,-96.752,464440.KS
파이오링크,-0.234,-14.898,170790.KS
하나26호스팩,-0.235,-23.923,446750.KS
파마리서치,-0.235,-26.856,214450.KS
손오공,-0.237,-67.411,066910.KS
네오위즈,-0.239,-15.893,095660.KS
하나금융21호스팩,-0.241,140.655,406760.KS
엔에이치스팩26호,-0.241,28.478,439410.KS
동신건설,-0.242,14.379,025950.KS
케이피티유,-0.244,-30.725,054410.KS
비엔케이제2호스팩,-0.244,118.254,473370.KS
국일신동,-0.244,196.354,060480.KS
루멘스,-0.245,-13.407,038060.KS
삼성스팩9호,-0.246,72.583,468510.KS
에이치엠씨제6호스팩,-0.246,229.99,462020.KS
상상인제4호스팩,-0.248,70.999,452670.KS
넥스트칩,-0.25,20.475,396270.KS
서암기계공업,-0.251,101.12,100660.KS
한솔아이원스,-0.254,-11.434,114810.KS
유비케어,-0.254,11.847,032620.KS
더블유에스아이,-0.261,121.803,299170.KS
동운아나텍,-0.266,-26.126,094170.KS
티케이케미칼,-0.268,-65.836,104480.KS
유니슨,-0.274,-57.311,018000.KS
심텍,-0.277,15.804,222800.KS
토마토시스템,-0.278,-52.066,393210.KS
영림원소프트랩,-0.279,4.482,060850.KS
AP위성,-0.28,-29.355,211270.KS
안국약품,-0.28,-1.799,001540.KS
비츠로테크,-0.281,-32.878,042370.KS
큐에스아이,-0.281,529.757,066310.KS
풍원정밀,-0.285,22.555,371950.KS
유비벨록스,-0.286,-43.226,089850.KS
다산솔루에타,-0.289,3382.404,154040.KS
디티씨,-0.298,86.07,066670.KS
와이엔텍,-0.299,-20.06,067900.KS
상신전자,-0.299,-44.963,263810.KS
미래반도체,-0.308,-55.855,254490.KS
엘티씨,-0.309,21.473,170920.KS
선광,-0.314,-7.526,003100.KS
케이디켐,-0.315,-94.532,221980.KS
레이,-0.32,-26.098,228670.KS
에이팩트,-0.332,-7.142,200470.KS
키네마스터,-0.334,101.334,139670.KS
한성크린텍,-0.335,-11.057,066980.KS
리드코프,-0.335,8.436,012700.KS
서울반도체,-0.342,-4.953,046890.KS
에스퓨얼셀,-0.346,-46.232,288620.KS
코리아에셋투자증권,-0.347,40.658,190650.KS
유투바이오,-0.348,56.408,221800.KS
라온시큐어,-0.349,48.876,042510.KS
아가방컴퍼니,-0.352,17.99,013990.KS
DXVX,-0.357,-15.75,180400.KS
뉴인텍,-0.358,33.842,012340.KS
에스비비테크,-0.358,-7.081,389500.KS
DMS,-0.364,-29.22,068790.KS
APS,-0.365,-6.316,054620.KS
우리손에프앤지,-0.368,-11.714,073560.KS
오공,-0.368,5.418,045060.KS
에이에스텍,-0.373,-52.93,453860.KS
에이치케이,-0.376,-31.029,044780.KS
동원개발,-0.38,72.595,013120.KS
오이솔루션,-0.381,183.111,138080.KS
이노인스트루먼트,-0.383,39.992,215790.KS
파워로직스,-0.385,17.111,047310.KS
ES큐브,-0.386,88.357,050120.KS
씨엔알리서치,-0.389,-54.189,359090.KS
이글벳,-0.391,-65.985,044960.KS
상보,-0.391,-35.32,027580.KS
이지바이오,-0.392,-34.261,353810.KS
한양이엔지,-0.4,32.563,045100.KS
대성파인텍,-0.4,47.606,104040.KS
흥국,-0.4,59.433,010240.KS
플리토,-0.402,-15.001,300080.KS
팬스타엔터프라이즈,-0.404,-13.765,054300.KS
이엘피,-0.405,-27.258,063760.KS
윙스풋,-0.407,64.879,335870.KS
아이큐어,-0.408,75.347,175250.KS
서남,-0.413,-48.173,294630.KS
국순당,-0.414,27.152,043650.KS
대양전기공업,-0.414,5.913,108380.KS
코세스,-0.422,19.061,089890.KS
아스플로,-0.422,-20.927,159010.KS
SCI평가정보,-0.424,-52.076,036120.KS
에이테크솔루션,-0.435,2.466,071670.KS
아이에이,-0.437,-28.219,038880.KS
동일기연,-0.437,33.433,032960.KS
오스템,-0.438,-42.419,031510.KS
일진파워,-0.444,14.695,094820.KS
엔에이치스팩25호,-0.447,-65.826,438580.KS
라온테크,-0.448,-60.598,232680.KS
푸른기술,-0.456,7.558,094940.KS
앤디포스,-0.457,-50.342,238090.KS
베뉴지,-0.457,-65.1,019010.KS
대원,-0.458,-83.895,007680.KS
효성오앤비,-0.461,-3.433,097870.KS
IBKS제23호스팩,-0.462,107.078,467930.KS
큐브엔터,-0.464,-28.373,182360.KS
유에스티,-0.466,25.873,263770.KS
에스케이증권제10호스팩,-0.466,22777.143,457940.KS
에스케이증권제9호스팩,-0.467,-19.918,455910.KS
우진비앤지,-0.473,123.383,018620.KS
에스케이증권제12호스팩,-0.475,370.515,473000.KS
알에프텍,-0.476,7.034,061040.KS
중앙백신,-0.476,-62.9,072020.KS
유안타제10호스팩,-0.478,304.344,435380.KS
에스케이증권제11호스팩,-0.478,3009.651,472230.KS
한일사료,-0.478,10.187,005860.KS
하나31호스팩,-0.478,1898.065,469900.KS
DGP,-0.48,-82.345,060900.KS
DB금융스팩12호,-0.482,140.635,477760.KS
네패스,-0.483,2.479,033640.KS
와이솔,-0.484,-6.013,122990.KS
티피씨글로벌,-0.484,0.219,130740.KS
파인엠텍,-0.489,-7.12,441270.KS
미래에셋비전스팩4호,-0.491,-47.507,477380.KS
유바이오로직스,-0.493,-26.887,206650.KS
원준,-0.493,-39.841,382840.KS
흥구석유,-0.494,-20.816,024060.KS
대원산업,-0.5,-0.401,005710.KS
래몽래인,-0.505,-2.194,200350.KS
제이씨케미칼,-0.508,-43.248,137950.KS
윈하이텍,-0.512,-43.68,192390.KS
매일유업,-0.512,-32.276,267980.KS
삼일기업공사,-0.514,-75.556,002290.KS
금강철강,-0.516,38.529,053260.KS
텔콘RF제약,-0.516,19.665,200230.KS
KH바텍,-0.516,35.344,060720.KS
현대공업,-0.521,-55.171,170030.KS
웹스,-0.522,90.011,196700.KS
에이텍모빌리티,-0.523,-40.31,224110.KS
에스넷,-0.524,6.15,038680.KS
팜스토리,-0.526,-12.227,027710.KS
에스씨디,-0.531,-22.252,042110.KS
웰킵스하이텍,-0.534,-76.225,043590.KS
상상인,-0.542,-57.66,038540.KS
블리츠웨이스튜디오,-0.544,51.97,369370.KS
코디,-0.547,-39.153,080530.KS
에이텍,-0.555,16.651,045660.KS
바이온,-0.559,-78.563,032980.KS
로보로보,-0.559,52.038,215100.KS
엠게임,-0.567,-46.232,058630.KS
한국전자인증,-0.57,-34.516,041460.KS
미래에셋비전스팩1호,-0.573,-34.824,412930.KS
대한약품,-0.574,10.482,023910.KS
유니온커뮤니티,-0.578,-5.534,203450.KS
카스,-0.578,62.242,016920.KS
무림SP,-0.582,-46.428,001810.KS
티앤엘,-0.583,-58.887,340570.KS
지아이텍,-0.585,-7.041,382480.KS
와이엠티,-0.585,-42.997,251370.KS
우원개발,-0.586,69.986,046940.KS
위지트,-0.586,-49.235,036090.KS
바이오플러스,-0.587,-6.871,099430.KS
이퓨쳐,-0.591,51.973,134060.KS
제일테크노스,-0.592,47.659,038010.KS
휴마시스,-0.594,12.539,205470.KS
코어라인소프트,-0.6,-69.273,384470.KS
클리노믹스,-0.602,-33.341,352770.KS
탑엔지니어링,-0.605,-76.442,065130.KS
제주반도체,-0.608,-16.107,080220.KS
아이티아이즈,-0.61,159.868,372800.KS
이노진,-0.615,-30.255,344860.KS
백금T&A,-0.616,-39.87,046310.KS
세원물산,-0.62,-26.022,024830.KS
잉크테크,-0.627,1591.254,049550.KS
다우데이타,-0.629,-43.079,032190.KS
파버나인,-0.637,-57.886,177830.KS
고바이오랩,-0.639,23.285,348150.KS
이노뎁,-0.639,-0.136,303530.KS
솔트웨어,-0.641,140.907,328380.KS
대호특수강,-0.643,1.307,021040.KS
삼영이엔씨,-0.649,-55.03,065570.KS
라온텍,-0.65,-23.285,418420.KS
소프트센,-0.651,-58.766,032680.KS
진매트릭스,-0.654,-30.398,109820.KS
아티스트유나이티드,-0.655,-29.393,321820.KS
고영,-0.67,7.221,098460.KS
서진시스템,-0.672,-8.232,178320.KS
마니커에프앤지,-0.676,-43.433,195500.KS
유니셈,-0.678,-39.541,036200.KS
KX,-0.678,-74.68,122450.KS
서린바이오,-0.68,45.603,038070.KS
아미코젠,-0.682,-16.804,092040.KS
보광산업,-0.687,-13.038,225530.KS
케이씨에스,-0.687,-20.194,115500.KS
알로이스,-0.693,-84.684,297570.KS
지니언스,-0.695,-35.098,263860.KS
코엔텍,-0.696,125.127,029960.KS
이에이트,-0.697,-11.322,418620.KS
하나27호스팩,-0.706,-84.178,448370.KS
삼성스팩6호,-0.708,365.474,425290.KS
플랜티넷,-0.711,-49.254,075130.KS
진바이오텍,-0.713,-42.544,086060.KS
KB제28호스팩,-0.713,499.367,476470.KS
MDS테크,-0.714,332.988,086960.KS
우리기술투자,-0.719,28.873,041190.KS
넥슨게임즈,-0.719,225.42,225570.KS
엔에이치스팩27호,-0.719,329.303,440820.KS
에스에이티,-0.72,14.263,060540.KS
동양파일,-0.723,6.448,228340.KS
유안타제11호스팩,-0.726,23.121,444920.KS
KB제29호스팩,-0.728,407.258,478390.KS
서전기전,-0.73,-44.874,189860.KS
와이팜,-0.735,-24.016,332570.KS
에프에스티,-0.737,-1.049,036810.KS
마녀공장,-0.737,-30.361,439090.KS
하츠,-0.738,-4.197,066130.KS
인포바인,-0.739,107.855,115310.KS
유안타제16호스팩,-0.741,1010.944,474490.KS
옵티팜,-0.743,-46.884,153710.KS
티비씨,-0.744,-61.408,033830.KS
인지디스플레,-0.744,159.125,037330.KS
아이디스홀딩스,-0.753,390.221,054800.KS
옵티코어,-0.761,172.275,380540.KS
젠큐릭스,-0.762,-5.798,229000.KS
엔젤로보틱스,-0.762,-23.778,455900.KS
파크시스템스,-0.763,-6.095,140860.KS
폴라리스오피스,-0.771,-23.989,041020.KS
이수앱지스,-0.772,-20.667,086890.KS
오상자이엘,-0.776,17.257,053980.KS
러셀,-0.785,-43.882,217500.KS
대창솔루션,-0.785,-52.659,096350.KS
드림시큐리티,-0.786,-9.957,203650.KS
스튜디오드래곤,-0.788,-30.783,253450.KS
에스앤더블류,-0.791,-32.28,103230.KS
인지소프트,-0.792,-61.743,100030.KS
서울제약,-0.798,44.106,018680.KS
오킨스전자,-0.8,22.698,080580.KS
시지트로닉스,-0.802,-46.576,429270.KS
원익큐브,-0.806,10.81,014190.KS
케이엔제이,-0.812,-0.865,272110.KS
웹젠,-0.813,-72.396,069080.KS
피코그램,-0.817,-34.569,376180.KS
스킨앤스킨,-0.819,14.644,159910.KS
싸이버원,-0.822,-5.846,356890.KS
투비소프트,-0.823,37.245,079970.KS
링크제니시스,-0.823,3.485,219420.KS
이랜텍,-0.824,-17.962,054210.KS
태웅로직스,-0.824,-29.19,124560.KS
아이비김영,-0.825,120.325,339950.KS
얼라인드,-0.826,-20.844,238120.KS
케이사인,-0.829,-8.894,192250.KS
인바디,-0.83,-18.898,041830.KS
뉴트리,-0.831,60.32,270870.KS
제이투케이바이오,-0.832,47.072,420570.KS
에스폴리텍,-0.85,-60.733,050760.KS
애니플러스,-0.855,630.161,310200.KS
루닛,-0.858,-34.466,328130.KS
신화콘텍,-0.858,164.168,187270.KS
이녹스,-0.867,-5.346,088390.KS
키움제8호스팩,-0.87,-62.718,446840.KS
경남스틸,-0.871,39.572,039240.KS
에스피시스템스,-0.873,334.892,317830.KS
헥토이노베이션,-0.873,-13.259,214180.KS
드림어스컴퍼니,-0.873,140.87,060570.KS
아이즈비전,-0.875,-33.635,031310.KS
야스,-0.878,-2.835,255440.KS
디지아이,-0.879,-43.067,043360.KS
엠에스오토텍,-0.884,42.849,123040.KS
프로티아,-0.89,-36.445,303360.KS
이엠코리아,-0.893,-9.923,095190.KS
캐리,-0.893,-56.565,313760.KS
고려제약,-0.893,-43.817,014570.KS
동일금속,-0.896,-21.54,109860.KS
CJ 바이오사이언스,-0.907,63.393,311690.KS
지엔씨에너지,-0.909,18.568,119850.KS
삼기이브이,-0.909,-19.06,419050.KS
프리시젼바이오,-0.91,-46.378,335810.KS
코메론,-0.911,-1.572,049430.KS
메카로,-0.911,46.459,241770.KS
케이피에프,-0.915,-87.246,024880.KS
누리플렉스,-0.923,-53.186,040160.KS
다날,-0.923,14.624,064260.KS
디와이피엔에프,-0.925,-52.879,104460.KS
한국가구,-0.93,-38.046,004590.KS
아이씨에이치,-0.93,-42.682,368600.KS
신영스팩10호,-0.93,-76.761,472220.KS
엔비티,-0.938,1921.47,236810.KS
GH신소재,-0.94,-60.508,130500.KS
에스제이그룹,-0.94,-52.26,306040.KS
비스토스,-0.946,24.646,419540.KS
케이엔솔,-0.949,-14.123,053080.KS
한국정보공학,-0.952,-19.58,039740.KS
안랩,-0.956,19.152,053800.KS
드림씨아이에스,-0.963,-90.703,223250.KS
셀리드,-0.965,-4.271,299660.KS
미래컴퍼니,-0.969,-36.622,049950.KS
빛샘전자,-0.973,14.284,072950.KS
밸로프,-0.976,-3.701,331520.KS
동우팜투테이블,-0.978,-43.797,088910.KS
체리부로,-0.979,-59.806,066360.KS
에이텀,-0.985,86.845,355690.KS
트루엔,-0.996,-16.813,417790.KS
노랑풍선,-1.0,9.475,104620.KS
한컴위드,-1.004,1.012,054920.KS
바른손이앤에이,-1.008,30.957,035620.KS
흥국에프엔비,-1.027,-28.463,189980.KS
펄어비스,-1.034,-29.201,263750.KS
씨티프라퍼티,-1.042,180.971,052300.KS
피씨엘,-1.043,197.337,241820.KS
KG이니시스,-1.05,74.356,035600.KS
비아트론,-1.051,-86.39,141000.KS
엠로,-1.053,16.326,058970.KS
대동기어,-1.055,74.798,008830.KS
와이오엠,-1.056,-78.171,066430.KS
우리산업,-1.059,82.019,215360.KS
코렌텍,-1.059,-26.688,104540.KS
세명전기,-1.06,-35.741,017510.KS
하이즈항공,-1.076,161.536,221840.KS
기가레인,-1.081,-22.815,049080.KS
SG&G,-1.083,10.27,040610.KS
해성옵틱스,-1.086,168.987,076610.KS
에이스토리,-1.087,5.59,241840.KS
머큐리,-1.09,-63.981,100590.KS
쏠리드,-1.096,19.292,050890.KS
코아시아,-1.096,52.051,045970.KS
동국S&C,-1.097,-43.343,100130.KS
제이스텍,-1.099,-62.093,090470.KS
케이프,-1.103,-26.371,064820.KS
위메이드플레이,-1.106,-47.054,123420.KS
네이처셀,-1.11,-24.057,007390.KS
교보12호스팩,-1.111,28.247,421800.KS
에코프로에이치엔,-1.112,43.76,383310.KS
토비스,-1.114,-18.336,051360.KS
유진스팩9호,-1.114,323.846,442130.KS
원익,-1.115,-0.034,032940.KS
큐라티스,-1.117,-36.183,348080.KS
한국정보인증,-1.118,43.215,053300.KS
핸디소프트,-1.12,215.848,220180.KS
아이윈플러스,-1.125,556.038,123010.KS
스타코링크,-1.133,15.816,060240.KS
신스틸,-1.136,-2.738,162300.KS
디와이디,-1.139,-45.181,219550.KS
디와이씨,-1.141,-27.464,310870.KS
신한제10호스팩,-1.142,106.208,418210.KS
매커스,-1.143,2.277,093520.KS
이렘,-1.144,-69.386,009730.KS
유니테크노,-1.144,-16.81,241690.KS
우리기술,-1.144,7.472,032820.KS
에치에프알,-1.152,0.994,230240.KS
현우산업,-1.153,-46.003,092300.KS
SM C&C,-1.164,-20.011,048550.KS
케이웨더,-1.164,-19.785,068100.KS
유안타제14호스팩,-1.168,102.666,450940.KS
제이티,-1.17,-5.137,089790.KS
비트컴퓨터,-1.17,61.795,032850.KS
아이씨티케이,-1.173,39.523,456010.KS
CSA 코스믹,-1.176,-54.258,083660.KS
코스맥스엔비티,-1.178,-64.06,222040.KS
라이온켐텍,-1.179,-43.259,171120.KS
인크로스,-1.18,-15.879,216050.KS
리더스코스메틱,-1.186,17.834,016100.KS
네오팜,-1.186,-26.414,092730.KS
노브랜드,-1.189,2.91,145170.KS
현대바이오,-1.189,-25.672,048410.KS
HB테크놀러지,-1.195,-13.831,078150.KS
씨유박스,-1.198,32.659,340810.KS
프로텍,-1.203,-42.847,053610.KS
솔브레인홀딩스,-1.207,-20.403,036830.KS
넥스트아이,-1.208,-59.045,137940.KS
판타지오,-1.212,489.537,032800.KS
모아텍,-1.212,37.104,033200.KS
티이엠씨,-1.223,-23.441,425040.KS
티라유텍,-1.232,-39.05,322180.KS
참좋은여행,-1.235,59.03,094850.KS
필옵틱스,-1.235,6.627,161580.KS
아모그린텍,-1.247,0.463,125210.KS
화일약품,-1.257,26.9,061250.KS
스튜디오삼익,-1.259,-33.304,415380.KS
TPC,-1.261,-19.14,048770.KS
티이엠씨씨엔에스,-1.266,-19.802,241790.KS
인텔리안테크,-1.268,-11.29,189300.KS
아톤,-1.274,5.778,158430.KS
나노씨엠에스,-1.275,2.068,247660.KS
KBG,-1.292,-63.053,318000.KS
지투파워,-1.292,-10.72,388050.KS
육일씨엔에쓰,-1.294,164.443,191410.KS
덱스터,-1.299,-44.588,206560.KS
한국파마,-1.303,3.262,032300.KS
산돌,-1.312,-72.941,419120.KS
한빛레이저,-1.316,-89.177,452190.KS
파인테크닉스,-1.317,61.933,106240.KS
케스피온,-1.318,-36.738,079190.KS
티로보틱스,-1.322,61.005,117730.KS
케이티알파,-1.33,-75.716,036030.KS
딥마인드,-1.333,-5.387,223310.KS
희림,-1.336,-28.155,037440.KS
누보,-1.34,-34.475,332290.KS
윈팩,-1.341,-23.133,097800.KS
미코바이오메드,-1.341,-19.768,214610.KS
이엠넷,-1.344,-33.723,123570.KS
승일,-1.351,-78.32,049830.KS
이노와이어리스,-1.353,47.799,073490.KS
SGA,-1.355,5.383,049470.KS
엑시온그룹,-1.364,-7.341,069920.KS
JYP Ent.,-1.367,-7.531,035900.KS
금양그린파워,-1.379,1.029,282720.KS
우듬지팜,-1.379,55.48,403490.KS
정원엔시스,-1.379,108.757,045510.KS
엔바이오니아,-1.385,-73.162,317870.KS
인성정보,-1.386,-11.613,033230.KS
휴비츠,-1.386,-3.306,065510.KS
우리엔터프라이즈,-1.39,-40.156,037400.KS
지엘팜텍,-1.395,-1.947,204840.KS
누리플랜,-1.398,276.223,069140.KS
태성,-1.401,-48.856,323280.KS
제넥신,-1.406,33.027,095700.KS
아이씨디,-1.408,-0.904,040910.KS
엑스게이트,-1.41,-1.308,356680.KS
BGF에코머티리얼즈,-1.412,0.61,126600.KS
데이타솔루션,-1.412,-14.87,263800.KS
한화플러스제4호스팩,-1.412,222.253,455310.KS
사람인,-1.413,12.306,143240.KS
아이윈,-1.413,-27.534,090150.KS
웨이브일렉트로,-1.413,-46.261,095270.KS
플레이위드,-1.414,-39.555,023770.KS
오성첨단소재,-1.437,4.65,052420.KS
자비스,-1.442,43.018,254120.KS
아이티엠반도체,-1.443,17.973,084850.KS
딜리,-1.449,-5.372,131180.KS
셀트리온제약,-1.451,-14.234,068760.KS
플래티어,-1.455,118.869,367000.KS
보라티알,-1.458,-25.289,250000.KS
벨로크,-1.461,-79.76,424760.KS
아바코,-1.463,-84.595,083930.KS
에스유홀딩스,-1.478,127.354,031860.KS
한국경제TV,-1.484,242.199,039340.KS
에스코넥,-1.487,-37.628,096630.KS
녹십자엠에스,-1.502,67.274,142280.KS
와이지-원,-1.504,89.097,019210.KS
메디아나,-1.508,-15.15,041920.KS
지니틱스,-1.512,23.279,303030.KS
이스트소프트,-1.515,-40.597,047560.KS
화성밸브,-1.516,-10.618,039610.KS
푸드나무,-1.517,-40.654,290720.KS
오리콤,-1.52,10.176,010470.KS
한국정보통신,-1.524,-27.799,025770.KS
피엔케이피부임상연구센타,-1.527,25.604,347740.KS
노바텍,-1.533,-65.437,285490.KS
포스뱅크,-1.534,22.627,105760.KS
한국선재,-1.538,-23.41,025550.KS
오리엔트정공,-1.54,41.816,065500.KS
이엘씨,-1.541,62.633,041520.KS
씨어스테크놀로지,-1.542,-47.425,458870.KS
유아이디,-1.543,92.413,069330.KS
인터플렉스,-1.551,40.377,051370.KS
조아제약,-1.561,157.753,034940.KS
LB루셈,-1.562,-46.34,376190.KS
모비데이즈,-1.563,-21.494,363260.KS
파워넷,-1.566,-53.081,037030.KS
이닉스,-1.576,-81.658,452400.KS
알체라,-1.581,-50.91,347860.KS
RFHIC,-1.583,10.675,218410.KS
범한퓨얼셀,-1.584,31.137,382900.KS
타이거일렉,-1.584,-34.87,219130.KS
티엔엔터테인먼트,-1.599,-17.709,131100.KS
신신제약,-1.6,1.984,002800.KS
성호전자,-1.602,41.023,043260.KS
퀄리타스반도체,-1.605,-28.336,432720.KS
삼아제약,-1.606,-67.66,009300.KS
AP헬스케어,-1.61,-37.844,109960.KS
워트,-1.633,24.116,396470.KS
모두투어,-1.635,-22.263,080160.KS
유니트론텍,-1.636,17.876,142210.KS
심텍홀딩스,-1.642,-58.135,036710.KS
예스티,-1.648,-63.583,122640.KS
