Title,Date,Press,Description
"[속보] 삼성, 안방 대구서 홈런 4방으로 KIA 제압…2패 뒤 첫 승[KS3]",3주 전,뉴스1,
"[속보]대통령실, 野 新북풍 규탄대회에 ""北 파병 규탄 먼저 아닌가""",3주 전,뉴시스언론사 선정,후속기사가 이어집니다
"[속보]신한금융, 3분기 순이익 1조2386억…전년比 3.9%↑",3주 전,뉴시스,신한금융그룹은 올해 3분기 당기순이익 1조2386억원을 시현했다고 25일 공시했다. 지난해 동기 순이익 1조1921억원 대비 3.9%(465억원) 증가한 규모다.
"[속보] '한국시리즈 3차전' 삼성, 기아에 4-2 승리...4차전 경기일정은?",3주 전,국제뉴스,박병호 (사진=삼성라이온즈 SNS) 삼성 라이온즈가 한국시리즈(KS) 첫 승을 거두며 분위기를 전환시켰다. 25일 대구 삼성 라이온즈파크에서 열린 2024 신한 SOL뱅크 KBO 포스트시즌 한국시리즈(7전 4선승제) 3차전에서 삼성은 KIA 타이거즈를 상대로 4-2 승리를 거뒀다. 이날 삼성은 선발투수로 데니 레예스를...
[속보] ‘일용 엄니’ 탤런트 김수미 별세…향년 75세,3주 전,문화일보,국민 드라마 ‘전원일기’의 ‘일용 엄니’ 탤런트 김수미가 25일 오전 세상을 떠났다. 향년 75세. 서울 서초경찰서에 따르면 김수미는 심정지가 발생해 이날 오전 8시쯤 서초구 서울성모병원으로 긴급 이송됐으나 결국 숨을 거둔 것으로 알려졌다. 1949년 전북 군산에서 태어난 김수미는 1970년 MBC 3기...
[속보]비트코인(BTC) 68000달러 돌파...3%이상 껑충,3주 전,CBC뉴스,"비트코인 비트코인(BTC)이 68000달러를 넘었다. 전날보다 3%이상 껑충 뛴 것이다. 그야말로 V자 상승을 이룬 것이라고 해도 과언이 아니다. 크립토뉴스닷컴은 ""기관 투자자들이 비트코인 ETF에 몰려들며 20% 이상을 보유하고 있으며 보유 규모도 1조원을 넘어섰다.13달러10억.""이라고 주장했다...."
"[속보] 비트코인 3% 급등, 6만8000달러 재돌파",3주 전,뉴스1,
"[속보] 가자 북부 자발리아, 이스라엘군 폭격에 사상자 수 십명",3주 전,뉴시스,가자지구 북부의 자발리아에 이스라엘군이 또 폭격을 가해서 팔레스타인 사상자 수 십명이 발생했다고 가자지구 팔레스타인 민방위대가 24일(현지시간) 발표했다.
[속보]기아 3분기 영업이익 2조 8813억…0.6%↑,3주 전,노컷뉴스,"기아는 25일 공시를 통해 ""연결 기준 올해 3분기 영업이익이 2조 8813억 원으로 지난해 3분기 대비 0.6% 증가한 것으로 잠정 집계됐다""고 밝혔다. 3분기 기준으로는 역대 최대 규모다. 매출액은 지난해 3분기보다 3.8% 늘어난 26조 5200억 원으로, 3분기 기준으로는 역시 역대 최대다. ※CBS노컷뉴스는..."
"[속보] 젤렌스키 ""러시아, 27일부터 북한군 전투 투입할 것""",3주 전,국제뉴스,"볼로디미르 젤렌스키 우크라이나 대통령. 사진제공/AFP통신 볼로디미르 젤렌스키 우크라이나 대통령이 러시아 이르면 오는 일요일 북한군을 전투에 투입할 수 있다며 러시아와 북한에 대한 국제 사회의 압박을 촉구했다고 AFP통신이 25일(현지시간) 보도했다. 젤렌스키 대통령은 소셜미디어에 ""정보 보고에..."
"[속보]신한금융, 3분기 순익 1조2386억 원…전분기 대비 13.1%↓",3주 전,이투데이,이투데이=손희정 기자 | 신한금융그룹은 3분기 당기순이익이 1조2386억 원으로 전 분기 대비 13.1% 감소했다고 25일 밝혔다. 그룹의 3분기 누적 당기순이익은 3조9856억 원으로 영업이익의 증가와 안정적 비용 관리 노력으로 전년 동기 대비 4.4% 증가했다.
"[속보] 미증시 실적 장세, 다우 0.33%↓-나스닥 0.76%↑",3주 전,뉴스1,
"[속보]대통령실 ""특별감찰관, 당에서 정해오면 임명…일관된 입장""",3주 전,아시아경제,
"[속보] 코스닥, 7.18p(0.98%) 내린 727.41(마감)",3주 전,이투데이,"이투데이=정회인 기자 | 코스닥, 7.18p(0.98%) 내린 727.41(마감)"
"[속보] 코스피, 2.24p(0.09%) 오른 2583.27(마감)",3주 전,이투데이,"이투데이=정회인 기자 | 코스피, 2.24p(0.09%) 오른 2583.27(마감)"
[속보]시간외서 12% 급등했던 테슬라 정규장서 22% 폭등,3주 전,뉴스1,
[속보] 중부내륙고속도로 금사5터널 내 차량 화재 '대피 요망',3주 전,국제뉴스,"여주 화재, 중부내륙고속도로 금사5터널 내 차량 화재 / CCTV 영상 캡쳐 경기 여주에서 화재가 발생했다. 25일 여주시에 따르면 이날 오전 10시 25분 기준 중부내륙고속도로 금사5터널 내 차량에서 불이 났다. 이에 시민은 즉시 대피하고 차량은 우회해달라고 당부했다."
"[속보]기아, 3Q 영업익 2조8813억원…전년比 0.6%↑",3주 전,아시아경제,기아는 올해 3분기 영업이익이 2조8813억원으로 지난해 같은 기간보다 0.6% 늘었다고 25일 공시했다.
"[속보]기아 ""올해 영업익 전망치 최대 13.2조원 상향""",3주 전,아시아경제,"기아는 25일 올해 경영실적 전망치를 상향한다고 발표했다. 영업이익은 기존 전망치 12조원에서 12조8000억~13조2000억원, 매출액은 101조1000억원에서 105조~110조원으로 올렸다. 영업이익률은 11.9%에서 12% 이상으로 높여 잡았다."
"[속보]배우 김수미 별세, 향년 75",3주 전,뉴시스,배우 김수미가 25일 오전 별세했다. 향년 75. 김수미는 지난 여름 건강을 이유로 입원하며 활동을 잠정 중단했다.
"[속보] 코스피, 16.41p(0.64%) 오른 2597.44(개장)",3주 전,이투데이,"이투데이=정회인 기자 | 코스피, 16.41p(0.64%) 오른 2597.44(개장)"
"[속보] 코스닥, 4.46p(0.61%) 오른 739.05(개장)",3주 전,이투데이,"이투데이=정회인 기자 | 코스닥, 4.46p(0.61%) 오른 739.05(개장)"
"[속보]솔로포 4방·레예스 쾌투…삼성, KS 3차전서 4-2 승리",3주 전,뉴시스,후속기사가 이어집니다
"[속보] 전원일기 '일용 엄니', 배우 김수미씨 별세..향년 75세",3주 전,공감신문,"MBC 드라마 전원일기에서 '일용 엄니'로 유명세를 떨친 탤런트 김수미 씨가 25일 오전 향년 75세로 별세했다. 김 씨는 지난 5월과 7월 건강상 이유로 병원에 입원해 활동을 잠정 중단한 바 있다. 김 씨는 1949년생으로 1970년 MBC 3기 공채 탤런트로 데뷔했다. 드라마 '전원일기', '수사반장', 영화 '가문의..."
울산 동희산업 1공장 화재 발생...소방 당국 진화 작업 중(속보),3주 전,경상일보,"울산소방본부 제공 울산광역시 남구 황성동 용연공단에 위치한 자동차 부품 제조 납품업체인 동희산업 1공장에서 24일 새벽 5시 7분께 화재가 발생해 소방 당국이 진화 작업을 벌이고 있다. 화재는 1공장 내 용접 조립 라인에서 발생했으며, 1공장 지붕 붕괴 우려로 소방 당국의 내부 진입이 어려운 상황이다. 소방..."
"[영상] ""하이브, 국감 중 이게 뭔 뜻이죠?!"" 뜬금 속보에 싸해진 분위기...",3주 전,SBS,기획사 하이브가 미성년자 대상 외모 품평이 포함된 업계 동향 자료를 작성하고 이른바 '음반 밀어내기'를 했다는 지적이 국정감사에서 나왔습니다. 민주당 민형배 의원은 국회 문화체육관광위원회 국정감사에서 증인으로 출석한 김태호 하이브 COO(최고운영책임자)를 상대로 이 같은 사실을 추궁했습니다. 민...
"[속보] 기아, 3분기 매출액 26조5198억원… 전년 대비 3.8%↑",3주 전,머니S,기아가 25일 컨퍼런스콜로 기업설명회(IR)를 열고 2024년 3분기 경영실적을 발표했다.
[속보] 인천김포고속도로 남청라IC 화물차 화재 '전면 통제',3주 전,국제뉴스,"인천김포고속도로 교통상황 / CCTV 영상 캡쳐 인천김포고속도로 일부 구간이 전면 통제 중이다. 25일 인천, 김포시에 따르면 이날 오전 7시 51분 경 인천방향 남청라IC 진출램프 화물차에서 화재가 발생했다. 이로 인해 램프 구간이 전면 통제되고 있다. 이에 교통정보 확인 및 우회를 당부했다."
"[속보] 충격! 충격! 손흥민 주말 팰리스전도 결장 OUT 확정…""출전 가능...",3주 전,엑스포츠뉴스,(엑스포츠뉴스 김현기 기자) 충격적인 소식이다. 손흥민이 또 빠진다. 주중 유럽축구연맹(UEFA) 유로파리그 홈 경기를 빠지면서까지 재활에 전념했던 손흥민이 주말 잉글리시 프리미어리그 원정 경기에도 불참한다. 손흥민 소속팀 토트넘 홋스퍼를 이끄는 안지 포스테코글루 감독은 25일 영국 런던 토트넘...
"푸틴, 모호한 첫 파병 언급…우크라 “쿠르스크 배치 확인”",3주 전,KBS언론사 선정,"북한군 러시아 파병 관련 속보입니다. 푸틴 대통령이 북한군 파병 정황 보도에 대해 직접적인 인정도, 부인도 아닌 모호한 입장을 처음 내놨습니다. 북한군이 우크라이나가 점령 중인 러시아 남서부 쿠르스크와 서부 국경지대 등 여러 전선에 배치되고 있다는 정황도 속속 들어오고 있습니다. 안다영 특파원이..."
[속보] 홈쇼핑 출연 한달 만에...김수미 별세 '서효림 시모',3주 전,국제뉴스,김수미 가족관계 나이 프로필 (사진=tvN STORY '회장님네 사람들' 방송화면 캡쳐) 배우 김수미가 별세했다. 향년 75세. 25일 서울 서초경찰서에 따르면 김 씨는 심정지가 발생해 이날 오전 8시쯤 서초구 서울성모병원으로 이송됐으나 결국 사망 판정을 받았다. 경찰은 자세한 사망 경위를 파악 중이다. 고인은...
"[속보]우리금융, 3Q 당기순이익 9040억…지난해 대비 0.6%↑",3주 전,머니투데이,우리금융그룹은 지난 3분기 당기순이익이 9040억원으로 지난해 같은 기간보다 0.6% 증가했다고 25일 밝혔다.
'일용엄니' 배우 김수미 오늘 오전 별세...향년 75세,3주 전,YTN언론사 선정,"자세한 속보, 문화산업부 취재기자 연결해 알아보겠습니다. 이경국 기자! 관련 내용 전해주시죠. [기자] 네, 드라마 '전원일기'로 익숙한 배우 김수미 씨가 오늘 오전 별세했습니다. 향년 75세이며, 지병으로 인한 사망으로 추정됩니다. 서울 서초경찰서는 김 씨가 오늘 오전 8시쯤 심정지 상태로..."
"[속보] 미래산업 VI 발동, 주가 4거래일 만에 도약",3주 전,CBC뉴스,속보 자료사진. 미래산업(025560)의 VI가 발동됐다. 미래산업은 25일 오전 9시 55분 현재 1172원에 거래되고 있다. 전일 종가와 비교하면 181원(+18.26%) 상승한 것이다. 미래산업은 지난 22일부터 24일까지 3거래일 연속 약세흐름을 보인 바 있다. 금일장에서 껑충 뛰면서 반등에 성공한 셈이다....
"[속보] 에이직랜드 VI 발동, 주가 장초반부터 급등",3주 전,CBC뉴스,속보 자료사진. 에이직랜드(445090)의 VI가 발동됐다. 에이직랜드는 25일 오전 9시 48분 현재 34100원에 거래되고 있다. 전일 종가와 비교하면 3250원(+10.53%) 뛴 것이다. 장초반부터 급등세를 보이고 있다. 에이직랜드의 최근 흐름을 살펴보면 지난 17일 상한가 마감후 18일부터...
"[속보] 대만 총통 ""영토 방어에 한 치도 양보 안 할 것""",3주 전,국제뉴스,"라이칭더 대만 총통. 사진제공/AFP통신 중국이 대만에 대한 영유권 주장을 수용하도록 군사적 압력을 가하고 있는 가운데 라이칭더 대만 총통은 25일(현지시간) 대만은 영토를 방어하기 위해 양보하지 않을 것이라고 밝혔다. AFP통신에 따르면 라이 총통은 대만이 통제하는 섬들을 언급하며 ""우리는 타이완..."
"[속보] 현대제철, 3분기 영업익 515억…전년 比 77.4%↓",3주 전,뉴스웍스,"현대제철은 연결 기준 올해 3분기 영업이익이 515억원으로, 지난해 동기보다 77.4% 감소한 것으로 잠정 집계됐다고 25일 공시했다. 매출은 5조6243억원으로 전년 동기 대비 10.5% 감소했다. 순손실은 162억원으로 적자 전환했다. 현대제철의 3분기 실적 컨퍼런스콜은 이날 오후 2시 10분에 열릴 예정이다...."
"[속보]뉴욕증시, 혼조세 마감…나스닥 0.76% ↑",3주 전,아시아경제,"미국 뉴욕증시의 3대 지수는 24일(현지시간) 혼조세로 마감했다. 이날 뉴욕증권거래소(NYSE)에서 다우존스30산업평균지수는 전 거래일보다 0.33% 내려 거래를 마쳤다. 대형주 중심의 S&P500지수는 0.22%, 기술주 중심의 나스닥 지수는 0.76% 올라 장을 마감했다."
"[속보] 이렘 VI 발동, 주가 18% 도약…전날 상한가 이어 껑충",3주 전,CBC뉴스,속보 자료사진. 이렘(009730)의 VI가 발동됐다. 이렘은 25일 오전 9시 33분 현재 1545원에 거래되고 있다. 전일 종가대비 239원(+18.30%) 상승한 것이다. 이렘은 지난 23일부터 3거래일 연속 강세다. 24일에는 상한가로 마감하기도 했다. 상한가 이후 금일장에서 다시 껑충 뛰면서 주가 흐름에 관심이...
[속보] 울산 황성동 공장서 화재 발생...연기 확산 주의,3주 전,국제뉴스,"화재, 소방, 큰불 (사진은 기사와 관련없음. 국제뉴스DB) 울산에서 화재가 발생했다. 25일 남구에 따르면 이날 오전 5시 6분 경 남구 황성동 공장에서 불이 났다. 현재 연기가 확산되고 있으니 주변 차량은 유의하고 통행해달라고 당부했다."
[속보] 세종 은하수공원 인근 교통사고 발생 '도로 정체',3주 전,국제뉴스,"차량 정체. 사진과 기사내용은 무관함. (사진=국제뉴스DB) 세종 일부 구간이 정체 중이다. 25일 세종시에 따르면 이날 오전 7시 31분 경 은하수사거리 주추지하차도에서 은하수공원 방향 좌회전구간에서 교통사고가 발생했다. 이로 인해 현재 도로가 정체 중이며, 정안세종로 이용자는 미리내로를 이용해달라고..."
[속보] 인스피언 주가 상장 5일차 VI 발동...소유주식수 변동 공시,3주 전,CBC뉴스,속보 자료사진. 인스피언이 상장 5일차이다. 인스피언은 현재 11% 이상 올라있는 상황이다. 3거래일 연속 하락 이후 오랜만에 기지개를 켠 격이라고 할 수 있다. 인스피언은 25일 오전 VI가 발동된 상황이다. 인스피언은 상장 첫날 31.83%오른 가격으로 장을 마쳐 눈길을 끈 바 있다. 인스피언은 상장...
"[속보] 웨이비스, 롤러코스터 장세 주가 들쭉 날쭉...종가까지 주시",3주 전,CBC뉴스,속보 자료사진. 웨이비스가 상장 첫날 부터 롤러코스터를 타는 듯한 행보를 보이고 있다. 웨이비스는 음봉과 양봉을 오가면서 상장 첫날 시초가에서 많은 변동을 보이고 있다. 공모시장에서 균등 1주 이하로 기대를 갖게 했다. 하지만 뚜껑을 열어보니 상승폭이 작고 오히려 하락까지 있는 상황이다. 공모주...
"[속보] ""이스라엘, 이란 남부 시라즈에 2차 보복공격""",3주 전,중앙일보언론사 선정,"이스라엘이 이란 남부 시라즈에 2차 보복공격을 단행했다. 로이터 통신 등은 26일 현지 언론을 인용해 ""이스라엘의 1차 공습 직후 테헤란에서 또 다시 4차례에 걸친 추가 폭발음이 들렸다""고 보도했다. 이란 국영TV에 따르면 폭발음은 테헤란에 대한 2차 공습 직후 이스라엘의 공격에 맞서 방공 시스템이..."
"[속보] 이란 수도서 수차례 폭발음…""이스라엘 보복 공습 단행""",3주 전,한국경제언론사 선정,"26일(현지시간) 이스라엘이 이란에 대한 보복 공습에 나섰다고 미국 인터넷 매체 악시오스가 보도했다. 이 매체는 두 명의 관계자를 인용해 ""이스라엘이 이란에 대한 보복 공습을 시작했다""고 전했다. 앞서 이란 국영 TV와 반공영 언론 등은 이날 테헤란과 인근 카라즈 시에서 수차례의 큰 폭발음이 들렸다고..."
[속보] 인천공항고속도로 공항방향 청라IC 부근 다중추돌사고,2주 전,뉴스1언론사 선정,"26일 오후 4시 58분쯤 인천공항고속도로 공항 방향 청라IC(나들목) 부근에서 다중 추돌사고가 발생했다. 신공항하이웨이는 이날 안전안내문자를 통해 ""정체가 발생했으니 교통정보를 확인하고 우회 바란다""고 알렸다. 자세한 기사 이어집니다."
"[속보]尹, 이스라엘 이란 공격에 ""교민 안전 최우선..모든 조치 강구""",3주 전,파이낸셜뉴스언론사 선정,"윤석열 대통령은 26일 오전 국가안보실로부터 이스라엘의 이란 공격을 보고받고, ""현지 교민의 안전이 최우선""이라고 강조, ""상황악화에 대비해 필요한 모든 조치를 강구하라""고 지시했다. 이에 국가안보실은 인성환 제2차장 주관으로 안보상황점검회의를 열어 현지 상황을 점검하고 재외국민 보호대책을..."
[속보] “12월 한미일 정상회의…미국 서부나 하와이서”,3주 전,세계일보언론사 선정,한미일 정상회담이 오는 12월 미국에서 개최하는 방향으로 조율 중이라고 26일 아사히신문이 미일 정부 관계자를 인용해 보도했다. 이에 따르면 12월 한미일 정상회담은 하와이나 캘리포니아 등 미국 서부 해안 쪽에서 개최될 가능성이 높다. 3국 정상은 지난해 8월 미국 메릴랜드주에 있는 미국 대통령 별장인...
"[속보] ""이스라엘, 이란에 보복 공습 단행""<악시오스>",3주 전,연합뉴스언론사 선정,
"[속보] '장외투쟁' 시동 건 조국혁신당 ""윤석열·김건희 공동정권 퇴진...",2주 전,전주MBC언론사 선정,"조국혁신당이 윤석열 대통령 탄핵 장외집회를 열고 정권 퇴진 여론전에 돌입했습니다. 조국 대표를 비롯한 혁신당 의원들은 오늘(26일) 오후 서울 서초역 8번 출구 앞에서 '검찰해체·윤석열 대통령 탄핵 선언대회'를 개최했습니다. 이들은 탄핵선언문을 통해 ""3년은 너무 길다는 말은 이제 유효하지 않다...."
"[속보]이스라엘 ""이란 군사목표물 공습 종료""",3주 전,서울경제,이스라엘군이 이란의 군사 목표물에 대한 공습이 끝났다고 밝혔다. 26일(현지 시간) CNN에 따르면 이스라엘방위군(IDF)은 성명에서 “정확하고 집중적인 보복 공격이 완료됐고 임무가 완수됐다”며 “우리 전투기가 안전하게 귀환했다”고 발표했다. 이스라엘 공군은 이란의 미사일 제조시설과 지대공 미사일...
"[속보]""이란 수도 테헤란서 수차례 폭발음"" 이란 언론",3주 전,뉴시스언론사 선정,후속기사가 이어집니다
"[속보]대통령실 ""3번방? 관저 호화시설 사실 아냐""…강한 유감 표명",3주 전,CJB청주방송언론사 선정,"대통령실은 오늘(26) 윤석열 대통령과 부인 김건희 여사가 머무르는 용산구 한남동 대통령 관저에 호화 시설이 있다는 야당 주장 및 언론 보도와 관련해, ""일부 언론에 보도된 대통령 관저 내부에 호화시설이 있다는 기사는 전혀 사실이 아니다""라며 강한 유감을 표명했습니다. 대변인실은 ""일각에서..."
"[속보] 이스라엘 방송 ""대(對)이란 작전, 3차 걸친 공격 후 종료""",3주 전,연합뉴스언론사 선정,
[속보] 1143회 '로또' 당첨번호 10·16·17·27·28·36…보너스 6,2주 전,머니투데이,26일 제1143회 동행복권 로또 추첨 결과 10·16·17·27·28·36이 1등 당첨번호로 꼽혔다. 보너스 번호는 6이다.
"[속보]이스라엘 방위군 ""이란 군사목표물 정밀 공격 중""",3주 전,서울경제,"이스라엘이 이란에 보복 공격을 단행했다고 주요 외신들이 26일(현지 시간) 일제히 보도했다. 이날 미국 매체 악시오스는 ""이스라엘이 지난 10월 1일 이란의 대규모 탄도미사일 공격에 대한 보복으로 이란에 대한 공격을 시작했다""고 전했다. 이란 국영TV도 ""현지 시간 26일 이른 아침 수도 테헤란을 포함한 이란..."
"[속보] ""이스라엘, 이란 남부 시라즈에 2차 보복공격""<예루살렘 포스트...",3주 전,연합뉴스언론사 선정,
"[속보]한미일 안보보좌관, 북한군 러시아 배치에 중대 우려 표명",3주 전,중앙일보,"한미일 3국의 국가안보실장들은 25일(현지시간) 미국의 수도 워싱턴DC에서 회동하고 북한의 러시아 파병에 대해 깊은 우려를 표명했다. 이날 백악관과 대통령실에 따르면 워싱턴DC에서 한국의 신원식 국가안보실장, 미국의 제이크 설리번 국가안보보좌관, 일본의 아키바 다케오 국가안전보장국장이 한미일..."
"[속보] ""이란 방공 시스템, 이스라엘 공격 대부분 격퇴""<레바논 매체>",3주 전,연합뉴스언론사 선정,
"[속보] ""이란, 이스라엘의 공격에 대응할 준비 되어 있어"" <이란 매체>",3주 전,연합뉴스언론사 선정,
"[속보] ""이란, 이스라엘에 대응 준비 돼 있다…상응 조치있을 것""",3주 전,서울경제,이란이 이스라엘의 어떤 공격에도 대응할 준비가 돼 있다고 밝혔다. 로이터에 따르면 이란 통신사 타스님은 26일(현지 시간) 소식통을 인용해 이 같이 보도했다. 이에 따르면 소식통은 “이스라엘이 취하는 모든 조치에 상응하는 조치가 있을 것임은 의심의 여지가 없다”고 말했다. 앞서 이날 새벽 이스라엘은...
"[속보] ""이스라엘, 이란 군사목표물만 겨냥…핵·석유시설 대상 아냐""<美...",3주 전,연합뉴스언론사 선정,
"[속보]대통령실 ""3번방? 관저 호화시설 사실 아냐""…강한 유감 표명",3주 전,CJB청주방송언론사 선정,"대통령실은 오늘(26) 윤석열 대통령과 부인 김건희 여사가 머무르는 용산구 한남동 대통령 관저에 호화 시설이 있다는 야당 주장 및 언론 보도와 관련해, ""일부 언론에 보도된 대통령 관저 내부에 호화시설이 있다는 기사는 전혀 사실이 아니다""라며 강한 유감을 표명했습니다. 대변인실은 ""일각에서..."
"[속보] ""이스라엘, 이란에 보복 공습 단행…군 시설 정밀 타격""",3주 전,한국경제언론사 선정,"로이터 ""이스라엘 관리, 이란 군 시설 정밀 타격 확인"""
"[속보]시리아 공군, 다마스커스 상공 ""적 표적"" 공격",3주 전,뉴시스언론사 선정,"시리아 공군이 다마스커스 상공에서 ""적대적 표적""에 대응했다고 국영 매체가 보도했다．"
"[속보] 이스라엘군, 對이란 공습작전 종료 확인",3주 전,뉴시스언론사 선정,후속기사가 이어집니다
"[속보] 이란, 영공 폐쇄 해제…항공편 운항 재개",3주 전,뉴시스언론사 선정,후속기사가 이어집니다
[속보]백악관 “이란 상대 이스라엘의 폭격은 자위권 행사”,3주 전,이데일리언론사 선정,이스라엘이 26일(현지시간) 이란에 대한 보복 공습에 나섰다고 외신이 보도한 가운데 백악관이 이란 상대 이스라엘의 폭격은 자위권 행사라고 밝혔다. AFP통신 등 외신에 따르면 이스라엘의 이란 정밀 타격은 핵·석유 시설이 대상이 아닌 군사목표물만 겨냥한 것으로 파악됐다.
"[속보] 美법무부 '테더' 수사, 비트코인 6만6000달러 붕괴",3주 전,뉴스1,
"[속보] 이란 수도 테헤란 폭발 발생, 테헤란 건물 흔들려",3주 전,파이낸셜뉴스언론사 선정,
"'삼성, 대표팀 초비상' 원태인, 어깨 관절 와순 손상 진단...재활만 4~6주...",2주 전,스포츠조선,"삼성과 대표팀에 모두 비상이다. 삼성 라이온즈 원태인이 어깨 검진을 받은 결과, 원태인은 26일 대구삼성라이온즈파크에서 열린 KIA 타이거즈와의 한국시리즈 4차전에 선발로 등판했다. 1차전 비로 중단되기 전까지, 66개의 공을 던지며 5회까지 완벽한 피칭을 해 4차전 기대감을 심어줬다. 특히 삼성이 2연패..."
"[속보]韓美日 안보 수장, 北 러 파병에 ""심각한 우려"" 표명",3주 전,뉴시스,후속기사가 이어집니다
"[속보] 이란 언론 ""이스라엘 공습으로 이란 군인 2명 사망""",2주 전,뉴시스,후속기사가 이어집니다
"[속보] ""이스라엘, 이란 공습 직전 백악관 통보""…""군사 목표물만 겨냥...",3주 전,서울경제언론사 선정,"""이스라엘, 이란 겨냥 보복 공습 직전에 백악관 통보""<폭스뉴스> ""이스라엘, 이란 군사목표물만 겨냥…핵·석유시설 대상 아냐""<美CBS>"
"[속보]IDF ""이란 군사시설 정밀타격…주권적 대응""",3주 전,뉴시스,후속기사가 이어집니다
"[속보]""이스라엘, 對이란 재보복 공격 감행"" 액시오스",3주 전,뉴시스,후속기사가 이어집니다
[속보]뉴욕증시 혼조 마감…나스닥 0.56%↑,3주 전,뉴시스,후속기사가 이어집니다
"[속보] '김태군 만루포' KIA, 삼성 완파…V12까지 1승 남았다[KS4]",2주 전,뉴스1,
"[속보]신원식 안보실장 ""한미, 러북 군사협력 시나리오별 대응 논의""",3주 전,뉴시스,이윤희 특파원 =
"[속보]이스라엘 당국자 ""對이란 보복 공격 시작했다""",3주 전,뉴시스,후속기사가 이어집니다
[속보] 문경 한우농장서 럼피스킨 양성...올해 14건 확인,3주 전,국제뉴스,럼피스킨 접종 모습(사진=제천시) 농림축산식품부는 25일 경북 문경시 한우농장에서 럼피스킨 양성이 확인됐다고 26일 밝혔다. 올해 전국의 럼피스킨 확진 사례는 14건으로 증가했다. 농식품부는 확산 방지를 위해 해당 농장에 초동방역팀과 역학조사반을 파견하고 출입을 통제하고 있다. 감염된 소는...
"[속보] 이스라엘군 ""이란 내 군시설에 정밀 타격중""…보복 강행",3주 전,뉴스1,
"[속보] 미증시 혼조, 다우 0.61% 하락-나스닥 0.56% 상승",3주 전,뉴스1,
[속보]나스닥 장중 최고치 경신…테슬라 또 3.3% 급등,3주 전,이데일리,"뉴욕증시가 나스닥 지수만 홀로 오른 채 혼조세로 장을 마쳤다. 나스닥 지수는 장중 사상 최고치를 기록했지만, 장 막판 상승폭을 일부 줄인 채 마감했다. 뉴욕증궝거래소(사진=AFP) 25일(현지시간) 뉴욕증권거래소에서 블루칩을 모아놓은 다우존스 30산업평균지수는 전거래일 대비 0.61% 떨어진..."
"[속보] 이스라엘, 이란 미사일 공장 포함 공습 종료 선언",3주 전,파이낸셜뉴스,
"[속보] ""이스라엘, 테헤란 서부 및 남서부 군기지에 공격""-이란 반관영 ...",3주 전,뉴스1,
"[속보] 한미일 안보보좌관, 북한군 러시아 주둔에 우려 표명",3주 전,뉴스1,
"[속보]'김태군 만루포' KIA, 4차전서 9-2 승리…3승 1패로 우승 눈앞",2주 전,뉴시스,후속기사가 이어집니다
"[속보][뉴욕증시] 나스닥만 나홀로 상승...테슬라, 3.4% 급등",3주 전,파이낸셜뉴스,
"[속보]美 ""이스라엘 보복 참여안해…이란 대응하면 또 대가""",3주 전,뉴시스,
"[속보] 이스라엘 관리 ""對이란 공습 핵·원유 시설 겨냥 안 해""",3주 전,뉴시스,후속기사가 이어집니다
"[속보] 백악관 NSC 대변인 ""이스라엘 이란 공격은 자기방어 일환""",3주 전,뉴시스,후속기사가 이어집니다
"[속보] 美언론 ""이스라엘, 이란 공격 수행전 백악관에 사전통보""",3주 전,뉴시스,후속기사가 이어집니다
"[속보] 시리아 언론 ""다마스쿠스서 폭발음…적군 목표물 요격""",3주 전,뉴시스,후속기사가 이어집니다
[속보] 김포 풍무동 757양도마을 대림아파트 화재 '대응 1단계 발령',3주 전,국제뉴스,"화재, 소방, 큰불 (사진은 기사와 관련없음. 국제뉴스DB) 경기 김포에 화재가 발생했다. 26일 김포시에 따르면 이날 오후 3시 33분 경 경기 김포시 풍무동 757양도마을 대림아파트 307동에서 불이 났다. 소방당국은 대응 1단계를 발령했으며, 인근 주민에게 연기 흡입에 주의해달라고 당부했다...."
'1조3천808억 재산분할' 최태원·노소영 이혼 2심 판결문 수정…대법원...,3주 전,강원일보언론사 선정,"속보=최태원(63) SK그룹 회장이 노소영(63) 아트센터 나비 관장에게 이혼에 따른 재산 분할로 1조3천억원이 넘는 금액을 지급하라고 재판부가 판결한 가운데, 항소심 재판부가 선고 이후 판결문을 경정(수정)한 것을 두고 대법원에서 구체적 심리가 이뤄진다. 26일 법조계에 따르면 대법원 2부(주심 오경미..."
"민주 ""대통령실, 김건희 여사 23억원 시세차익 부정…뻔뻔한 거짓말이 ...",3주 전,강원일보언론사 선정,"속보=윤석열 대통령 부인 김건희 여사가 도이치모터스 주가조작과 관련해 23억원의 시세차익을 얻었다는 주장에 대해 대통령실이 사실이 아니라고 반박하자 더불어민주당은 ""뻔뻔한 거짓말이 도를 넘는다""고 비판했다. 민주당 강유정 원내대변인은 26일 서면 브리핑에서 ""김 여사가 도이치모터스 주가조작에..."
"[속보]서울 교통사고, 구로 고척교 8중 추돌사고 발생...실시간 현장은...",3주 전,국제뉴스,서울 구로 교통사고(사진=경찰청 UTIC 제공)서울 구로 교통사고(사진=경찰청 UTIC 제공) 서울 구로구 고척교 8중 추돌사고가 발생해 일대 교통이 혼잡한 상황이다. 26일 오후 12시 9분 구로동621-12 고척교 인근 도로에서 8중 추돌사고가 발생했다. 이로 인해 교통상황이 매우 혼잡한 상황이다. 이에 구로구는...
